locality,year,price
RIDDELLS CREEK,2020,680000
RINGWOOD,2020,900000
RINGWOOD EAST,2020,861000
RINGWOOD NORTH,2020,957500
RIPPLESIDE,2020,874000
ROBINVALE,2020,235000
ROCHESTER,2020,237000
ROCKBANK,2020,466000
ROMSEY,2020,632500
ROSAN,2020,1125000
ROSEBUD,2020,590000
ROSEBUD SOUTH,2020,782500
ROSEDALE,2020,252000
ROWVILLE,2020,840000
ROXBURGH PARK,2020,574000
RUPANYUP,2020,90000
RUSHWORTH,2020,226000
RUTHERGLEN,2020,350000
RYE,2020,792000
SAFETY BEACH,2020,885000
SAILORS GULLY,2020,275000
SALE,2020,345000
SAN REMO,2020,597500
SANCTUARY LAKES,2020,651000
SANDHURST,2020,780000
SANDRINGHAM,2020,1831500
SANDY POINT,2020,515000
SASSAFRAS,2020,770000
SAWMILL SETTLEMENT,2020,400000
SCORESBY,2020,785000
SEA LAKE,2020,106500
SEABROOK,2020,652500
SEAFORD,2020,694000
SEAHOLME,2020,935000
SEASPRAY,2020,260000
SEBASTOPOL,2020,341000
SEDDON,2020,1100000
SELBY,2020,720000
SEVILLE,2020,626000
SEVILLE EAST,2020,600000
SEYMOUR,2020,324000
SHEPPARTON,2020,310000
SHEPPARTON NORTH,2020,379000
SHOREHAM,2020,1077000
SILVERLEAVES,2020,770000
SKENES CREEK,2020,807500
SKIPTON,2020,219500
SKYE,2020,610000
SMITHS BEACH,2020,695000
SMYTHESDALE,2020,475000
SOLDIERS HILL,2020,560000
SOMERS,2020,960000
SOMERVILLE,2020,637500
SORRENTO,2020,1650000
SOUTH DUDLEY,2020,330000
SOUTH GEELONG,2020,835000
SOUTH KINGSVILLE,2020,991000
SOUTH MELBOURNE,2020,1580000
SOUTH MORANG,2020,640000
SOUTH YARRA,2020,1977500
SPOTSWOOD,2020,1000000
SPRING GULLY,2020,440000
SPRINGVALE,2020,778000
SPRINGVALE SOUTH,2020,725000
ST ALBANS,2020,600000
ST ALBANS PARK,2020,455000
ST ANDREWS BEACH,2020,1207500
ST ARUD,2020,170000
ST HELE,2020,930000
ST KILDA,2020,1296500
ST KILDA EAST,2020,1640000
ST KILDA WEST,2020,2630000
ST LEORDS,2020,570000
STANHOPE,2020,196000
STAWELL,2020,225500
STRATFORD,2020,320000
STRATHDALE,2020,508500
STRATHFIELDSAYE,2020,535000
STRATHMERTON,2020,198000
STRATHMORE,2020,1346500
STRATHMORE HEIGHTS,2020,835000
STRATHTULLOH,2020,527500
STUDFIELD,2020,836000
SUNBURY,2020,570000
SUNDERLAND BAY,2020,525000
SUNNYCLIFFS,2020,230000
SUNSET STRIP,2020,511000
SUNSHINE,2020,755500
SUNSHINE NORTH,2020,655000
SUNSHINE WEST,2020,655500
SURF BEACH,2020,549000
SURREY HILLS,2020,1844500
SWAN HILL,2020,319500
SWAN REACH,2020,417500
SYDENHAM,2020,637500
SYNDAL,2020,1570000
TALLANGATTA,2020,280000
TARNEIT,2020,570000
TATURA,2020,301500
TAWONGA SOUTH,2020,380000
TAYLORS HILL,2020,754000
TAYLORS LAKES,2020,777500
TECOMA,2020,742500
TEMPLESTOWE,2020,1371500
TEMPLESTOWE LOWER,2020,1191000
TERANG,2020,230000
THE BASIN,2020,739000
THE HONEYSUCKLES,2020,315000
THE PATCH,2020,760000
THOMASTOWN,2020,622000
THOMSON (GREATER GEELONG),2020,435000
THORNBURY,2020,1250000
THORNHILL PARK,2020,550000
TIMBOON,2020,412500
TONGALA,2020,235000
TOONGABBIE,2020,309500
TOORA,2020,300000
TOORADIN,2020,755000
TOORAK,2020,5200000
TOOTGAROOK,2020,675000
TORQUAY,2020,870000
TRAFALGAR,2020,435000
TRARALGON,2020,340000
TRARALGON EAST,2020,501500
TRAVANCORE,2020,1617500
TRENTHAM,2020,620000
TRUGANI,2020,580000
TULLAMARINE,2020,628000
TYABB,2020,600000
UPPER FERNTREE GULLY,2020,735000
UPWEY,2020,760500
VENTNOR,2020,619500
VENUS BAY,2020,375000
VERMONT,2020,1000000
VERMONT SOUTH,2020,1200000
VIEWBANK,2020,985000
VIOLET TOWN,2020,328500
WAHGUNYAH,2020,309500
WALKERVILLE,2020,350000
WALLAN,2020,512500
WALLAN EAST,2020,480000
WANDA HEIGHTS,2020,827000
WANDIN NORTH,2020,715000
WANGARATTA,2020,350000
WANTIR,2020,910500
WANTIR SOUTH,2020,1014000
WARBURTON,2020,543000
WARNEET,2020,600000
WARRACKBEAL,2020,140000
WARRAGUL,2020,498000
WARRANDYTE,2020,992000
WARRANWOOD,2020,963500
WARRMBOOL,2020,415000
WATERWAYS,2020,1397500
WATSONIA,2020,790000
WATSONIA NORTH,2020,795000
WATTLE GLEN,2020,810000
WAURN PONDS,2020,671000
WEDDERBURN,2020,150000
WEIR VIEWS,2020,497500
WENDOUREE,2020,370000
WENDOUREE WEST,2020,300000
WERRIBEE,2020,523000
WERRIBEE SOUTH,2020,650000
WEST FOOTSCRAY,2020,835000
WEST MELBOURNE,2020,1215000
WEST WODONGA,2020,370000
WESTALL,2020,739000
WESTGARTH,2020,1566000
WESTMEADOWS,2020,610500
WHEELERS HILL,2020,1172000
WHITE HILLS,2020,350000
WHITTINGTON,2020,404000
WHITTLESEA,2020,610000
WILLIAMS LANDING,2020,685000
WILLIAMSTOWN,2020,1370000
WILLIAMSTOWN NORTH,2020,897500
WIMBLEDON HEIGHTS,2020,435000
WINCHELSEA,2020,480000
WINDSOR,2020,1350000
WINTER VALLEY,2020,470000
WODONGA,2020,348000
WOLLERT,2020,583000
WONGA PARK,2020,1075000
WONTHAGGI,2020,390000
WOODEND,2020,752500
WOOLAMAI WATERS,2020,565000
WOORI YALLOCK,2020,552000
WURRUK,2020,267000
WY YUNG,2020,369500
WYCHEPROOF,2020,131000
WYNDHAM VALE,2020,485000
YACKANDANDAH,2020,440000
YALLAMBIE,2020,832500
YALLOURN NORTH,2020,205500
YARRA GLEN,2020,724000
YARRA JUNCTION,2020,595000
YARRAGON,2020,414000
YARRAM,2020,260000
YARRAVILLE,2020,1038500
YARRAWONGA,2020,451000
YEA,2020,422500
YINR,2020,292500
ABBOTSFORD,2021,1375000
ABERFELDIE,2021,1700000
AINTREE,2021,717500
AIREYS INLET,2021,1522000
AIRPORT WEST,2021,889500
ALBANVALE,2021,579000
ALBERT PARK,2021,2390000
ALBION,2021,950000
ALEXANDRA,2021,402500
ALFREDTON,2021,585000
ALLANSFORD,2021,
ALPHINGTON,2021,2600000
ALTO,2021,957500
ALTO EAST,2021,910500
ALTO MEADOWS,2021,640000
ALTO NORTH,2021,865000
ANGLESEA,2021,1200000
APOLLO BAY,2021,862500
ARARAT,2021,286000
ARDEER,2021,658000
ARMADALE,2021,2197500
ARMSTRONG CREEK,2021,597500
ASCOT (GREATER BENDIGO),2021,463000
ASCOT VALE,2021,1175000
ASHBURTON,2021,1650000
ASHWOOD,2021,1350000
ASPENDALE,2021,1150000
ASPENDALE GARDENS,2021,1070000
ATTWOOD,2021,880000
AVENEL,2021,500000
AVOCA,2021,268000
AVONDALE HEIGHTS,2021,841000
AVONSLEIGH,2021,752000
BACCHUS MARSH,2021,555000
BADGER CREEK,2021,626500
BAIRNSDALE,2021,327000
BALACLAVA,2021,1272500
BALCOMBE,2021,1458000
BALLAN,2021,640000
BALLARAT CENTRAL,2021,652500
BALLARAT EAST,2021,430000
BALLARAT NORTH,2021,542500
BALRRING,2021,1125000
BALRRING BEACH,2021,1248500
BALWYN,2021,2450000
BALWYN NORTH,2021,2080000
BANNOCKBURN,2021,635000
BARANDUDA,2021,435000
BARWARTHA,2021,359000
BARWON HEADS,2021,1525500
BAXTER,2021,565000
BAYSWATER,2021,818000
BAYSWATER NORTH,2021,800500
BEACONSFIELD,2021,862500
BEACONSFIELD UPPER,2021,
BEAUFORT,2021,320000
BEAUMARIS,2021,1725000
BEECHWORTH,2021,530000
BELGRAVE,2021,717000
BELGRAVE HEIGHTS,2021,740000
BELGRAVE SOUTH,2021,660000
BELL PARK,2021,568000
BELL POST HILL,2021,540000
BELLFIELD (BANYULE),2021,843000
BELMONT,2021,710500
BELLA,2021,351500
BENDIGO,2021,510000
BENTLEIGH,2021,1541500
BENTLEIGH EAST,2021,1373500
BERWICK,2021,770000
BEVERIDGE,2021,616000
BIRCHIP,2021,110000
BIRREGURRA,2021,891000
BITTERN,2021,610000
BLACK HILL,2021,595000
BLACK ROCK,2021,2450000
BLACKBURN,2021,1481000
BLACKBURN NORTH,2021,1302000
BLACKBURN SOUTH,2021,1232000
BLACKWOOD,2021,600000
BLAIRGOWRIE,2021,1400000
BLIND BIGHT,2021,605000
BONBEACH,2021,871500
BONNIE DOON,2021,480000
BONSHAW,2021,510000
BOOLARRA,2021,310000
BOORT,2021,235000
BORONIA,2021,780000
BOTANIC RIDGE,2021,802500
BOX HILL,2021,1570000
BOX HILL NORTH,2021,1276000
BOX HILL SOUTH,2021,1252000
BRAYBROOK,2021,707500
BREAKWATER,2021,456500
BRIAGOLONG,2021,411500
BRIAR HILL,2021,911000
BRIGHT,2021,819000
BRIGHTON,2021,2842500
BRIGHTON EAST,2021,1978500
BROADFORD,2021,510000
BROADMEADOWS,2021,550000
BROOKFIELD,2021,495000
BROOKLYN,2021,820000
BROWN HILL,2021,586500
BRUNSWICK,2021,1257000
BRUNSWICK EAST,2021,1535000
BRUNSWICK WEST,2021,1245500
BRUTHEN,2021,282500
BULLEEN,2021,1100000
BUNDALONG,2021,652500
BUNDOORA,2021,810000
BUNINYONG,2021,673500
BUNYIP,2021,555000
BURNSIDE,2021,635000
BURNSIDE HEIGHTS,2021,686000
BURWOOD,2021,1392500
BURWOOD EAST,2021,1170000
CAIRNLEA,2021,735000
CALIFORNIA GULLY,2021,367000
CAMBERWELL,2021,2136000
CAMPBELLFIELD,2021,550000
CAMPBELLS CREEK,2021,623500
CAMPERDOWN,2021,304000
CADIAN,2021,458000
CANTERBURY,2021,2830000
CAPE PATERSON,2021,668000
CAPE SCHANCK,2021,760000
CAPEL SOUND,2021,684000
CARISBROOK,2021,269500
CARLTON,2021,1220000
CARLTON NORTH,2021,1500000
CARNEGIE,2021,1548000
CAROLINE SPRINGS,2021,670000
CARRUM,2021,880000
CARRUM DOWNS,2021,629000
CASTERTON,2021,170000
CASTLEMAINE,2021,658500
CAULFIELD,2021,1610000
CAULFIELD EAST,2021,1752500
CAULFIELD NORTH,2021,2100000
CAULFIELD SOUTH,2021,1625000
CHADSTONE,2021,1048000
CHARLEMONT,2021,525000
CHARLTON,2021,162000
CHELSEA,2021,988000
CHELSEA HEIGHTS,2021,940000
CHELTENHAM,2021,1232500
CHELTENHAM EAST,2021,1115000
CHELTENHAM NORTH,2021,999500
CHEWTON,2021,803000
CHILTERN,2021,295000
CHIRNSIDE PARK,2021,805000
CHURCHILL,2021,289000
CLARINDA,2021,1029000
CLAYTON,2021,1070000
CLAYTON NORTH,2021,1075000
CLAYTON SOUTH,2021,832000
CLIFTON HILL,2021,1266000
CLIFTON SPRINGS,2021,570000
CLUNES,2021,450000
CLYDE,2021,599500
CLYDE NORTH,2021,652000
COBBLEBANK,2021,516000
COBDEN,2021,315000
COBRAM,2021,335000
COBURG,2021,1057500
COBURG EAST,2021,987500
COBURG NORTH,2021,921000
COCKATOO,2021,620000
COHU,2021,230000
COLAC,2021,385000
COLDSTREAM,2021,670000
COLERAINE,2021,143500
COLLINGWOOD,2021,1313000
COOLAROO,2021,490000
COONS HILL,2021,1275000
COONGULLA,2021,314500
CORINELLA,2021,575000
CORIO,2021,415500
CORONET BAY,2021,438000
CORRYONG,2021,157500
COWES,2021,699000
COWES WEST,2021,635000
CRAIGIEBURN,2021,573000
CRANBOURNE,2021,575000
CRANBOURNE EAST,2021,620000
CRANBOURNE NORTH,2021,646500
CRANBOURNE SOUTH,2021,620000
CRANBOURNE WEST,2021,585000
CREMORNE,2021,1695000
CRESWICK,2021,427500
CRIB POINT,2021,581000
CROYDON,2021,815000
CROYDON HILLS,2021,902000
CROYDON NORTH,2021,962000
CROYDON SOUTH,2021,828000
CURLEWIS,2021,570000
DALLAS,2021,500000
DALYSTON,2021,435500
DANDENONG,2021,680000
DANDENONG NORTH,2021,684000
DARLEY,2021,569500
DAYLESFORD,2021,775000
DEANSIDE,2021,695000
DEEPDENE,2021,4500000
DEER PARK,2021,620000
DELACOMBE,2021,480000
DELAHEY,2021,570000
DENNINGTON,2021,420000
DERRIMUT,2021,661000
DIAMOND CREEK,2021,915000
DIGGERS REST,2021,510000
DIMBOOLA,2021,177500
DINGLEY VILLAGE,2021,972000
DINNER PLAIN,2021,630000
DOLD,2021,151500
DONCASTER,2021,1372000
DONCASTER EAST,2021,1295000
DONNYBROOK,2021,575000
DONVALE,2021,1174000
DOREEN,2021,667500
DOVETON,2021,520000
DROMA,2021,800000
DROUIN,2021,525000
DRYSDALE,2021,647000
DUNKELD,2021,
DUNOLLY,2021,270000
EAGLE POINT,2021,399500
EAGLEHAWK,2021,380000
EAGLEMONT,2021,1920000
EAST BAIRNSDALE,2021,277000
EAST BENDIGO,2021,333500
EAST GEELONG,2021,735000
EAST MELBOURNE,2021,3950000
EAST WARBURTON,2021,593500
EASTWOOD,2021,450000
ECHUCA,2021,457000
EDENHOPE,2021,202500
EDITHVALE,2021,1166000
EILDON,2021,380000
ELLIMINYT,2021,522500
ELMORE,2021,255000
ELSTERNWICK,2021,2046500
ELTHAM,2021,1066500
ELTHAM NORTH,2021,1100000
ELWOOD,2021,2137000
EMERALD,2021,820000
ENDEAVOUR HILLS,2021,734000
EPPING,2021,585500
EPSOM,2021,468500
ESSENDON,2021,1485000
ESSENDON NORTH,2021,1075500
ESSENDON WEST,2021,1245000
EUMEMMERRING,2021,667500
EUREKA,2021,393000
EUROA,2021,386500
EYNESBURY,2021,605000
FAIRFIELD,2021,1430000
FAIRHAVEN,2021,1910000
FAWKNER,2021,772000
FERNTREE GULLY,2021,801000
FERNY CREEK,2021,1200000
FINGAL,2021,1602500
FITZROY,2021,1390000
FITZROY NORTH,2021,1360000
FIVEWAYS,2021,635000
FLEMINGTON,2021,1000000
FLINDERS,2021,1825000
FLORA HILL,2021,405000
FLOWERDALE,2021,355000
FOOTSCRAY,2021,842000
FOREST HILL,2021,1062000
FOSTER,2021,367500
FRANKSTON,2021,660000
FRANKSTON NORTH,2021,530000
FRANKSTON SOUTH,2021,834000
FRASER RISE,2021,640000
FYANSFORD,2021,750000
GARDEN CITY,2021,2672500
GARDENVALE,2021,
GARFIELD,2021,530000
GEELONG,2021,905000
GEELONG WEST,2021,825000
GEMBROOK,2021,710000
GISBORNE,2021,870000
GLADSTONE PARK,2021,700000
GLEN HUNTLY,2021,904500
GLEN IRIS,2021,2135000
GLEN WAVERLEY,2021,1400000
GLENROWAN,2021,
GLENROY,2021,790000
GOLDEN BEACH,2021,297500
GOLDEN POINT (BALLARAT),2021,445000
GOLDEN SQUARE,2021,456000
GORDON,2021,750000
GOUGHS BAY,2021,389000
GOWANBRAE,2021,847500
GRANTVILLE,2021,500000
GREEN LAKE,2021,354000
GREENSBOROUGH,2021,870500
GREENVALE,2021,748500
GROVEDALE,2021,590500
HADFIELD,2021,782500
HALLAM,2021,665000
HALLS GAP,2021,437000
HAMILTON,2021,318500
HAMLYN HEIGHTS,2021,662500
HAMPTON,2021,2225000
HAMPTON EAST,2021,1395000
HAMPTON PARK,2021,598000
HARCOURT,2021,465000
HARKNESS,2021,514500
HASTINGS,2021,606000
HASTINGS WEST,2021,475000
HAWTHORN,2021,2750000
HAWTHORN EAST,2021,2135500
HEALESVILLE,2021,655000
HEATHCOTE,2021,375000
HEATHERTON,2021,1065500
HEATHMONT,2021,1035500
HEIDELBERG,2021,1220000
HEIDELBERG HEIGHTS,2021,939500
HEIDELBERG WEST,2021,700000
HEPBURN,2021,610000
HEPBURN SPRINGS,2021,670000
HERNE HILL,2021,650000
HEYFIELD,2021,285000
HEYWOOD,2021,236000
HIGHETT,2021,1303500
HIGHTON,2021,842500
HILLSIDE (MELTON),2021,695000
HOPETOUN,2021,144500
HOPPERS CROSSING,2021,545000
HORSHAM,2021,329500
HUGHESDALE,2021,1320000
HUNTINGDALE,2021,1286000
HUNTLY,2021,460000
HURSTBRIDGE,2021,875000
INDENTED HEAD,2021,665000
INGLEWOOD,2021,317500
INVERLOCH,2021,805000
INVERMAY PARK,2021,667500
IRONBARK,2021,468000
IRYMPLE,2021,423500
IVANHOE,2021,1665000
IVANHOE EAST,2021,2502500
JACA,2021,570000
JACKASS FLAT,2021,441000
JAN JUC,2021,1465000
JEERALANG NORTH,2021,262000
JEPARIT,2021,105000
JUNCTION VILLAGE,2021,625000
JUNORTOUN,2021,655000
KALIM,2021,330000
KALKALLO,2021,590000
KALLISTA,2021,785000
KALORAMA,2021,851500
KANGAROO FLAT,2021,381500
KANGAROO GROUND SOUTH,2021,1066500
KANIVA,2021,168000
KEALBA,2021,640000
KEILOR,2021,790000
KEILOR DOWNS,2021,731500
KEILOR EAST,2021,908500
KEILOR LODGE,2021,838000
KEILOR PARK,2021,809000
KENNINGTON,2021,490000
KENSINGTON,2021,990000
KERANG,2021,235000
KEW,2021,2819500
KEW EAST,2021,1770000
KEW NORTH,2021,2136000
KEYSBOROUGH,2021,815000
KIALLA,2021,502500
KILCUNDA,2021,677000
KILLARA (WODONGA),2021,469000
KILMORE,2021,513500
KILSYTH,2021,700000
KILSYTH SOUTH,2021,880000
KINGLAKE,2021,650000
KINGS PARK,2021,570500
KINGSBURY,2021,790000
KINGSVILLE,2021,1177500
KNOXFIELD,2021,884500
KOO WEE RUP,2021,599000
KOONDROOK,2021,277500
KOOYONG,2021,
KOROIT,2021,625000
KORUMBURRA,2021,485000
KURUNJANG,2021,440000
KYABRAM,2021,290000
KYNETON,2021,655000
LAKE BOGA,2021,222500
LAKE GARDENS,2021,635000
LAKE TYERS BEACH,2021,479000
LAKE WENDOUREE,2021,860000
LAKES ENTRANCE,2021,380000
LALOR,2021,670000
LANCEFIELD,2021,562500
LANG LANG,2021,555000
LANGWARRIN,2021,697500
LARA,2021,698500
LARA LAKE,2021,600000
LAUNCHING PLACE,2021,694000
LAVERTON,2021,575000
LAVERTON SOUTH,2021,674000
LEITCHVILLE,2021,197500
LENEVA,2021,552500
LEONGATHA,2021,457500
LEOPOLD,2021,568500
LILYDALE,2021,820000
LINTON,2021,
LISMORE,2021,180000
LOCH SPORT,2021,300500
LONG GULLY,2021,344000
LONGWARRY,2021,480500
LORNE,2021,1650000
LOVELY BANKS,2021,630000
LOWER PLENTY,2021,961000
LUCAS,2021,540000
LUCKNOW,2021,302500
LYNBROOK,2021,680000
LYNDHURST,2021,810000
LYSTERFIELD,2021,839500
MACEDON,2021,907500
MACLEOD,2021,1125000
MADDINGLEY,2021,555000
MAFFRA,2021,320000
MAIDEN GULLY,2021,582500
MAIDSTONE,2021,791000
MALDON,2021,546500
MALLACOOTA,2021,510000
MALMSBURY,2021,695000
MALVERN,2021,2317500
MALVERN EAST,2021,1795000
MANIFOLD HEIGHTS,2021,820000
MANOR LAKES,2021,570500
MANSFIELD,2021,555000
MARIBYRNONG,2021,1030000
MARONG,2021,395000
MARSHALL,2021,535000
MARYBOROUGH,2021,315000
MARYSVILLE,2021,670000
MCCRAE,2021,1142500
MCKENZIE HILL,2021,625000
MCKINNON,2021,1740500
MCLOUGHLINS BEACH,2021,215000
MEADOW HEIGHTS,2021,540500
MEENIYAN,2021,
MELTON,2021,410000
MELTON SOUTH,2021,435000
MELTON WEST,2021,487500
MENTONE,2021,974500
MERBEIN,2021,205000
MERINDA PARK,2021,562500
MERNDA,2021,612000
MERRIJIG (MANSFIELD),2021,
METUNG,2021,407500
MICKLEHAM,2021,595000
MIDDLE PARK,2021,3675000
MILDURA,2021,350000
MILL PARK,2021,717500
MILLGROVE,2021,479000
MINERS REST,2021,441500
MINYIP,2021,95000
MIRBOO NORTH,2021,408000
MITCHAM,2021,1205000
MITCHELL PARK,2021,355000
MOE,2021,277000
MONBULK,2021,775500
MONT ALBERT,2021,1988000
MONT ALBERT NORTH,2021,1350000
MONTMORENCY,2021,910000
MONTROSE,2021,762500
MOONEE PONDS,2021,1411000
MOORABBIN,2021,1219500
MOOROOLBARK,2021,750000
MOOROOP,2021,267500
MORDIALLOC,2021,1088000
MORNINGTON,2021,950000
MORTLAKE,2021,273000
MORWELL,2021,225000
MOUNT BEAUTY,2021,418000
MOUNT CLEAR,2021,515000
MOUNT DANDENONG,2021,803500
MOUNT DUNEED,2021,594500
MOUNT ELIZA,2021,1560000
MOUNT EVELYN,2021,741000
MOUNT HELEN,2021,700000
MOUNT MACEDON,2021,610000
MOUNT MARTHA,2021,1777500
MOUNT PLEASANT,2021,410000
MOUNT WAVERLEY,2021,1440000
MULGRAVE,2021,930000
MURCHISON,2021,425000
MURRUMBEE,2021,1512500
MURTOA,2021,128000
MYRTLEFORD,2021,425000
GAMBIE,2021,530000
RRE WARREN,2021,644500
RRE WARREN NORTH,2021,1275000
RRE WARREN SOUTH,2021,700000
THALIA,2021,313500
NEERIM SOUTH,2021,537500
NELSON,2021,270000
NERRI,2021,602500
NEW GISBORNE,2021,732500
NEWBOROUGH,2021,350000
NEWCOMB,2021,510000
NEWINGTON,2021,742500
NEWLANDS ARM,2021,619000
NEWPORT,2021,1150000
NEWSTEAD,2021,475000
NEWTOWN (GREATER GEELONG),2021,925000
NHILL,2021,135000
NICHOLS POINT,2021,540000
NIDDRIE,2021,1000000
NOBLE PARK,2021,731000
NOBLE PARK NORTH,2021,710000
NORLANE,2021,417500
NORTH BENDIGO,2021,392500
NORTH GEELONG,2021,650000
NORTH MELBOURNE,2021,1300500
NORTH WONTHAGGI,2021,446000
NORTHCOTE,2021,1459500
NOTTING HILL,2021,850000
NUMURKAH,2021,315000
NUWADING,2021,1000000
NYAH WEST,2021,150000
NYORA,2021,710000
OAK PARK,2021,960000
OAKLEIGH,2021,1696000
OAKLEIGH EAST,2021,1000000
OAKLEIGH SOUTH,2021,1129000
OCEAN GROVE,2021,862500
OFFICER,2021,635000
OFFICER SOUTH,2021,535000
OLINDA,2021,1050000
OMEO,2021,270000
ORBOST,2021,232500
ORMOND,2021,1647000
OSBORNE,2021,925000
OUYEN,2021,123000
PAKENHAM,2021,575000
PARADISE BEACH,2021,301000
PARK ORCHARDS,2021,1800500
PARKDALE,2021,1365000
PARKVILLE,2021,1546000
PASCOE VALE,2021,1000000
PASCOE VALE SOUTH,2021,1212500
PATTERSON GARDENS,2021,1145000
PATTERSON LAKES,2021,1317000
PAYNESVILLE,2021,399000
PEARCEDALE,2021,720000
PETERBOROUGH,2021,632500
PIONEER BAY,2021,319000
PLENTY,2021,1520000
POINT COOK,2021,710000
POINT LONSDALE,2021,1000000
POREPUNKAH,2021,769500
PORT ALBERT,2021,358000
PORT FAIRY,2021,755000
PORT FRANKLIN,2021,150000
PORT MELBOURNE,2021,1455000
PORT WELSHPOOL,2021,452500
PORTARLINGTON,2021,752500
PORTLAND,2021,315000
PORTLAND NORTH,2021,589500
PORTSEA,2021,2585000
PRAHRAN,2021,1560000
PRESTON,2021,1082500
PRINCES HILL,2021,1970000
PYRAMID HILL,2021,121500
QUARRY HILL,2021,470000
QUEENSCLIFF,2021,1655000
RAINBOW,2021,105000
RAYMOND ISLAND,2021,405000
RED CLIFFS,2021,272500
REDAN,2021,426500
RESEARCH,2021,1067500
RESERVOIR,2021,832500
RHYLL,2021,1132500
RICHMOND,2021,1330000
RIDDELLS CREEK,2021,728500
RINGWOOD,2021,950000
RINGWOOD EAST,2021,955000
RINGWOOD NORTH,2021,1075000
RIPPLESIDE,2021,694000
ROBINVALE,2021,300000
ROCHESTER,2021,270000
ROCKBANK,2021,565000
ROMSEY,2021,714000
ROSAN,2021,1356500
ROSEBUD,2021,642500
ROSEBUD SOUTH,2021,820000
ROSEDALE,2021,335000
ROWVILLE,2021,887500
ROXBURGH PARK,2021,569500
RUPANYUP,2021,114500
RUSHWORTH,2021,332500
RUTHERGLEN,2021,365000
RYE,2021,954500
SAFETY BEACH,2021,945000
SAILORS GULLY,2021,294000
SALE,2021,365000
SAN REMO,2021,755000
SANCTUARY LAKES,2021,681000
SANDHURST,2021,860000
SANDRINGHAM,2021,1890000
SANDY POINT,2021,760000
SASSAFRAS,2021,825000
SAWMILL SETTLEMENT,2021,540000
SCORESBY,2021,880000
SEA LAKE,2021,155000
SEABROOK,2021,670000
SEAFORD,2021,810000
SEAHOLME,2021,1380000
SEASPRAY,2021,280000
SEBASTOPOL,2021,374000
SEDDON,2021,1050000
SELBY,2021,889000
SEVILLE,2021,710000
SEVILLE EAST,2021,545000
SEYMOUR,2021,381000
SHEPPARTON,2021,339500
SHEPPARTON NORTH,2021,362500
SHOREHAM,2021,1850000
SILVERLEAVES,2021,857000
SKENES CREEK,2021,735000
SKIPTON,2021,224500
SKYE,2021,691000
SMITHS BEACH,2021,800000
SMYTHESDALE,2021,
SOLDIERS HILL,2021,425000
SOMERS,2021,1547000
SOMERVILLE,2021,730000
SORRENTO,2021,1725000
SOUTH DUDLEY,2021,419500
SOUTH GEELONG,2021,1120000
SOUTH KINGSVILLE,2021,1080000
SOUTH MELBOURNE,2021,1400000
SOUTH MORANG,2021,667000
SOUTH YARRA,2021,1500000
SPOTSWOOD,2021,1088500
SPRING GULLY,2021,495000
SPRINGVALE,2021,860000
SPRINGVALE SOUTH,2021,770000
ST ALBANS,2021,630000
ST ALBANS PARK,2021,502500
ST ANDREWS BEACH,2021,1350000
ST ARUD,2021,207500
ST HELE,2021,972000
ST KILDA,2021,1380500
ST KILDA EAST,2021,1485000
ST KILDA WEST,2021,1560000
ST LEORDS,2021,650000
STANHOPE,2021,254500
STAWELL,2021,261000
STRATFORD,2021,338000
STRATHDALE,2021,605000
STRATHFIELDSAYE,2021,571500
STRATHMERTON,2021,265000
STRATHMORE,2021,1350000
STRATHMORE HEIGHTS,2021,1060000
STRATHTULLOH,2021,556000
STUDFIELD,2021,1051000
SUNBURY,2021,625000
SUNDERLAND BAY,2021,695000
SUNNYCLIFFS,2021,330000
SUNSET STRIP,2021,545000
SUNSHINE,2021,770000
SUNSHINE NORTH,2021,800000
SUNSHINE WEST,2021,722500
SURF BEACH,2021,690000
SURREY HILLS,2021,1967500
SWAN HILL,2021,347000
SWAN REACH,2021,472500
SYDENHAM,2021,600000
SYNDAL,2021,1373000
TALLANGATTA,2021,272500
TARNEIT,2021,580000
TATURA,2021,345000
TAWONGA SOUTH,2021,455000
TAYLORS HILL,2021,760000
TAYLORS LAKES,2021,788500
TECOMA,2021,740000
TEMPLESTOWE,2021,1393000
TEMPLESTOWE LOWER,2021,1290000
TERANG,2021,294000
THE BASIN,2021,810000
THE HONEYSUCKLES,2021,444000
THE PATCH,2021,740000
THOMASTOWN,2021,650000
THOMSON (GREATER GEELONG),2021,426000
THORNBURY,2021,1300000
THORNHILL PARK,2021,612500
TIMBOON,2021,380000
TONGALA,2021,207000
TOONGABBIE,2021,447500
TOORA,2021,323500
TOORADIN,2021,672500
TOORAK,2021,5800000
TOOTGAROOK,2021,748000
TORQUAY,2021,1000000
TRAFALGAR,2021,400000
TRARALGON,2021,368500
TRARALGON EAST,2021,685000
TRAVANCORE,2021,1550000
TRENTHAM,2021,770000
TRUGANI,2021,600000
TULLAMARINE,2021,700000
TYABB,2021,600000
UPPER FERNTREE GULLY,2021,737000
UPWEY,2021,822500
VENTNOR,2021,655000
VENUS BAY,2021,478000
VERMONT,2021,1000000
VERMONT SOUTH,2021,1300000
VIEWBANK,2021,1099000
VIOLET TOWN,2021,290000
WAHGUNYAH,2021,365000
WALKERVILLE,2021,449000
WALLAN,2021,550000
WALLAN EAST,2021,555000
WANDA HEIGHTS,2021,925000
WANDIN NORTH,2021,702000
WANGARATTA,2021,383000
WANTIR,2021,1020000
